objective,n,instance,origin,remaining,oracle_completion,source_spread_pct,source_count,policy,regret,regret_pct,oracle_hit
reinforce,20,3,learned,6,1.9196476191282272,23.833780381661,6,learned,0.0,0.0,1
reinforce,20,3,learned,6,1.9196476191282272,23.833780381661,6,route,0.0,0.0,1
reinforce,20,3,learned,6,1.9196476191282272,23.833780381661,6,fixed,0.0,0.0,1
reinforce,20,3,learned,6,1.9196476191282272,23.833780381661,6,shortest_component,0.0,0.0,1
reinforce,20,3,learned,6,1.9196476191282272,23.833780381661,6,min_entropy,0.0,0.0,1
reinforce,20,3,learned,6,1.9196476191282272,23.833780381661,6,max_margin,0.0,0.0,1
reinforce,20,3,learned,6,1.9196476191282272,23.833780381661,6,shortest_edge,0.0,0.0,1
reinforce,20,3,learned,6,1.9196476191282272,23.833780381661,6,random_expected,0.07625409960746765,3.9722967302768333,0.8333333333333334
reinforce,20,3,learned,8,2.1450114771723747,36.48906804041161,8,learned,0.0,0.0,1
reinforce,20,3,learned,8,2.1450114771723747,36.48906804041161,8,route,0.0,0.0,1
reinforce,20,3,learned,8,2.1450114771723747,36.48906804041161,8,fixed,0.45918557047843933,21.407138160573062,0
reinforce,20,3,learned,8,2.1450114771723747,36.48906804041161,8,shortest_component,0.0,0.0,1
reinforce,20,3,learned,8,2.1450114771723747,36.48906804041161,8,min_entropy,0.0,0.0,1
reinforce,20,3,learned,8,2.1450114771723747,36.48906804041161,8,max_margin,0.0,0.0,1
reinforce,20,3,learned,8,2.1450114771723747,36.48906804041161,8,shortest_edge,0.0,0.0,1
reinforce,20,3,learned,8,2.1450114771723747,36.48906804041161,8,random_expected,0.15523503348231316,7.237025775123084,0.75
reinforce,20,3,learned,10,2.4593932777643204,18.670684946161032,10,learned,0.0,0.0,1
reinforce,20,3,learned,10,2.4593932777643204,18.670684946161032,10,route,0.0,0.0,1
reinforce,20,3,learned,10,2.4593932777643204,18.670684946161032,10,fixed,0.45918557047843933,18.670684946161032,0
reinforce,20,3,learned,10,2.4593932777643204,18.670684946161032,10,shortest_component,0.0,0.0,1
reinforce,20,3,learned,10,2.4593932777643204,18.670684946161032,10,min_entropy,0.0,0.0,1
reinforce,20,3,learned,10,2.4593932777643204,18.670684946161032,10,max_margin,0.0,0.0,1
reinforce,20,3,learned,10,2.4593932777643204,18.670684946161032,10,shortest_edge,0.0,0.0,1
reinforce,20,3,learned,10,2.4593932777643204,18.670684946161032,10,random_expected,0.0916710168123247,3.727383401472783,0.8
reinforce,20,3,route,4,0.4567224830389023,0.0,4,learned,0.0,0.0,1
reinforce,20,3,route,4,0.4567224830389023,0.0,4,route,0.0,0.0,1
reinforce,20,3,route,4,0.4567224830389023,0.0,4,fixed,0.0,0.0,1
reinforce,20,3,route,4,0.4567224830389023,0.0,4,shortest_component,0.0,0.0,1
reinforce,20,3,route,4,0.4567224830389023,0.0,4,min_entropy,0.0,0.0,1
reinforce,20,3,route,4,0.4567224830389023,0.0,4,max_margin,0.0,0.0,1
reinforce,20,3,route,4,0.4567224830389023,0.0,4,shortest_edge,0.0,0.0,1
reinforce,20,3,route,4,0.4567224830389023,0.0,4,random_expected,0.0,0.0,1.0
reinforce,20,3,route,6,0.7402107641100883,77.45159465320211,6,learned,0.0,0.0,1
reinforce,20,3,route,6,0.7402107641100883,77.45159465320211,6,route,0.5733050405979156,77.45159465320211,0
reinforce,20,3,route,6,0.7402107641100883,77.45159465320211,6,fixed,0.0,0.0,1
reinforce,20,3,route,6,0.7402107641100883,77.45159465320211,6,shortest_component,0.0,0.0,1
reinforce,20,3,route,6,0.7402107641100883,77.45159465320211,6,min_entropy,0.0,0.0,1
reinforce,20,3,route,6,0.7402107641100883,77.45159465320211,6,max_margin,0.0,0.0,1
reinforce,20,3,route,6,0.7402107641100883,77.45159465320211,6,shortest_edge,0.0,0.0,1
reinforce,20,3,route,6,0.7402107641100883,77.45159465320211,6,random_expected,0.09555084009965265,12.908599108867023,0.8333333333333334
reinforce,20,3,route,8,1.1641522943973541,79.66418162149454,8,learned,0.5486450791358948,47.12829084101161,0
reinforce,20,3,route,8,1.1641522943973541,79.66418162149454,8,route,0.0,0.0,1
reinforce,20,3,route,8,1.1641522943973541,79.66418162149454,8,fixed,0.0,0.0,1
reinforce,20,3,route,8,1.1641522943973541,79.66418162149454,8,shortest_component,0.0,0.0,1
reinforce,20,3,route,8,1.1641522943973541,79.66418162149454,8,min_entropy,0.0,0.0,1
reinforce,20,3,route,8,1.1641522943973541,79.66418162149454,8,max_margin,0.0,0.0,1
reinforce,20,3,route,8,1.1641522943973541,79.66418162149454,8,shortest_edge,0.0,0.0,1
reinforce,20,3,route,8,1.1641522943973541,79.66418162149454,8,random_expected,0.18450718466192484,15.849059057813268,0.75
reinforce,20,3,route,10,1.430691882967949,38.348234561710015,10,learned,0.0,0.0,1
reinforce,20,3,route,10,1.430691882967949,38.348234561710015,10,route,0.0,0.0,1
reinforce,20,3,route,10,1.430691882967949,38.348234561710015,10,fixed,0.0,0.0,1
reinforce,20,3,route,10,1.430691882967949,38.348234561710015,10,shortest_component,0.0,0.0,1
reinforce,20,3,route,10,1.430691882967949,38.348234561710015,10,min_entropy,0.0,0.0,1
reinforce,20,3,route,10,1.430691882967949,38.348234561710015,10,max_margin,0.0,0.0,1
reinforce,20,3,route,10,1.430691882967949,38.348234561710015,10,shortest_edge,0.0,0.0,1
reinforce,20,3,route,10,1.430691882967949,38.348234561710015,10,random_expected,0.06244052797555932,4.364358861534,0.8
reinforce,20,4,learned,4,0.5534783825278282,10.994656897189724,4,learned,0.0,0.0,1
reinforce,20,4,learned,4,0.5534783825278282,10.994656897189724,4,route,0.0,0.0,1
reinforce,20,4,learned,4,0.5534783825278282,10.994656897189724,4,fixed,0.0,0.0,1
reinforce,20,4,learned,4,0.5534783825278282,10.994656897189724,4,shortest_component,0.06085304915904999,10.994656897189724,0
reinforce,20,4,learned,4,0.5534783825278282,10.994656897189724,4,min_entropy,0.0,0.0,1
reinforce,20,4,learned,4,0.5534783825278282,10.994656897189724,4,max_margin,0.0,0.0,1
reinforce,20,4,learned,4,0.5534783825278282,10.994656897189724,4,shortest_edge,0.0,0.0,1
reinforce,20,4,learned,4,0.5534783825278282,10.994656897189724,4,random_expected,0.015213262289762497,2.748664224297431,0.75
reinforce,20,4,learned,6,0.9946953132748604,22.33684101010035,6,learned,0.0,0.0,1
reinforce,20,4,learned,6,0.9946953132748604,22.33684101010035,6,route,0.0,0.0,1
reinforce,20,4,learned,6,0.9946953132748604,22.33684101010035,6,fixed,0.02955697476863861,2.971460142033588,0
reinforce,20,4,learned,6,0.9946953132748604,22.33684101010035,6,shortest_component,0.02955697476863861,2.971460142033588,0
reinforce,20,4,learned,6,0.9946953132748604,22.33684101010035,6,min_entropy,0.0,0.0,1
reinforce,20,4,learned,6,0.9946953132748604,22.33684101010035,6,max_margin,0.0,0.0,1
reinforce,20,4,learned,6,0.9946953132748604,22.33684101010035,6,shortest_edge,0.0,0.0,1
reinforce,20,4,learned,6,0.9946953132748604,22.33684101010035,6,random_expected,0.04195674757162737,4.21805019202233,0.6666666666666666
reinforce,20,4,learned,8,1.1388487070798874,19.50948438364777,8,learned,0.0,0.0,1
